Site,SampleID,Depth,Age,Events,Na,Mg,Al,P,K,Sc,Ti,V,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Pb,Th,U,CaCO3,d13C,d18O,SREY,Ca
762C,27X-4 75,407.76,54.54010784,PETM-ETM2,0.533087861,0.409498179,1.638736802,0.056881299,0.241973449,3.02771594,0.090978379,28.29120294,0.017627812,1.037281768,2.801616622,12.36076601,12.83336592,22.69179281,14.23741224,881.7172306,12.69328654,20.57063807,2.68678409,0.090287442,1.183822274,863.2938813,10.15394338,15.45729271,2.08279128,8.165929462,1.562802952,0.402744368,1.768329854,0.250502315,1.604405399,0.353446731,1.071877341,0.151641938,0.988121162,0.145034112,0.581511046,4.52400548,3.103057076,0.267802852,75.2689923,1.718758479,-0.951191013,56.85214955,30.74838782
762C,27X-4 87,407.88,54.54487022,PETM-ETM2,0.532959973,0.394915391,1.615651402,0.04417658,0.238514856,3.080351507,0.087049154,30.60074374,0.016329686,1.04526545,4.093076494,13.73410512,10.39336513,20.36670531,14.38917652,848.6393427,12.3807746,20.44675197,2.58478695,0.09507618,1.181238998,876.8836862,10.0576144,15.44081317,2.016723609,8.135835707,1.564211934,0.384935095,1.755375508,0.246630357,1.606616885,0.337172866,1.048704032,0.152060325,0.97451411,0.138297336,0.558684744,4.096764626,3.124648872,0.250430061,73.81371146,1.841650718,-0.793783316,56.24027994,29.70716532
762C,27X-4 100,408.01,54.55002947,PETM-ETM2,0.482136107,0.365884673,1.417827205,0.052122906,0.219811449,2.597495761,0.086120587,27.19759002,0.021202804,0.889542355,2.906154278,11.81581886,9.984867114,19.04745242,13.02668115,820.9568572,12.10840646,18.24737897,2.36349558,0.084449676,1.022258524,786.7746071,9.634894139,14.34312497,1.865815323,7.419175506,1.404197708,0.346915173,1.577111992,0.221824075,1.457074419,0.316019875,0.99122848,0.143126034,0.937008103,0.136555879,0.522097397,4.745505787,2.809021762,0.241880214,77.98485957,1.76637762,-0.746967147,52.90247814,32.17434321
762C,27X-4 121,408.22,54.55836364,PETM-ETM2,0.536468719,0.433417963,1.68540469,0.03752373,0.243317332,3.159569085,0.091746023,29.60662061,0.014924671,1.098604094,3.928857969,13.97754655,14.77653578,23.75480894,15.2990207,867.7972779,11.83303075,22.27176688,2.869220927,0.110203127,1.269614692,813.3590492,10.41409948,16.06309061,2.188329986,8.585219412,1.654839888,0.343019029,1.724346704,0.24008512,1.62015092,0.342631002,1.019739136,0.142432368,0.916918651,0.135584771,0.621983655,4.073886139,3.414749462,0.304969238,75.07462281,1.687771209,-0.950800184,57.22351783,28.92296201
762C,27X-4 137,408.38,54.56471348,PETM-ETM2,0.577175924,0.339796098,1.227690537,0.026898241,0.197832056,2.290286264,0.056260798,20.03823318,0.020601355,0.694013065,2.341951641,8.153360916,31.31208446,17.00463355,11.57612866,870.9920392,9.810796987,15.30954094,1.98536922,0.159790415,0.898107994,647.5721953,7.884104855,11.81353726,1.62323249,6.435591916,1.218185994,0.261495348,1.261904766,0.183645539,1.257214203,0.259838554,0.809636835,0.116182684,0.718179658,0.11012902,0.437770625,4.156956819,2.397856561,0.373709679,74.7774903,1.754469825,-0.840791294,43.76367611,29.99287235
762C,27X-CC 3,408.44,54.56709467,PETM-ETM2,0.352386175,0.329146651,1.142750018,0.037700475,0.184824491,2.458585632,0.070885037,19.66790706,0.023836421,0.778595298,2.261230602,8.753648211,66.97617112,29.37613758,11.15428807,825.8257094,10.45840672,14.67654099,1.903444024,0.607313932,0.855647103,703.6955734,8.224616767,12.10683863,1.68733377,6.431011762,1.318559495,0.264958385,1.380523304,0.196034789,1.317499764,0.28588883,0.872542605,0.124104276,0.824808309,0.121476307,0.421872571,9.000763918,2.360608849,0.282879854,79.36364738,1.727356642,-0.758789415,45.61460372,30.40521864
762C,27X-CC 13,408.54,54.57106332,PETM-ETM2,0.443637034,0.309453176,1.106491225,0.025890549,0.198821558,2.472439153,0.062735198,20.06910287,0.023905947,0.580203799,3.628420914,11.36504666,7.656251996,12.14595914,10.42150051,747.051227,9.776389892,14.65039158,1.863043642,0.10534432,0.816946472,710.8609646,7.710374017,11.51428589,1.554541751,6.209134362,1.134529688,0.246739324,1.308934924,0.187342211,1.237817476,0.264313149,0.804988246,0.117466134,0.750362456,0.109241138,0.401089355,3.234702419,2.183759509,0.590102754,70.4538585,1.881646633,-0.960059184,42.92646066,27.35994398
762C,27X-CC 32,408.73,54.57860376,PETM-ETM2,0.56561482,0.437338063,1.559527024,0.038045808,0.24703499,2.935951183,0.097068964,29.53224299,0.017336716,0.860762321,2.957283795,12.474178,14.92152022,17.35101141,15.46637107,913.9043218,11.14155908,20.17713879,2.677783363,0.082801538,1.154615595,815.4974208,9.290514987,15.35277837,1.898656877,7.772893771,1.447073569,0.290306992,1.559337655,0.232533184,1.458248103,0.308622667,0.933287132,0.128582947,0.830097007,0.124662406,0.565478476,4.403559794,3.211051388,0.36651276,73.4187272,1.827574592,-0.910104265,52.76915474,29.37099674
762C,28X-1 1,412.02,54.70917241,post-PETM,0.498072452,0.434552594,1.692971496,0.036402457,0.285725083,3.252980916,0.10305982,27.34664817,0.016577444,0.951623424,5.864477843,17.50174904,11.84319313,29.34323111,16.75543307,915.51411,11.7455974,21.25403904,2.815536975,0.379743789,1.24660532,867.0233112,9.994340759,15.85120793,2.089525156,8.233017011,1.61050682,0.332062278,1.683834324,0.251805836,1.581178215,0.334701551,1.008509241,0.137976964,0.907771809,0.135471214,0.620892972,5.269479744,3.295202934,0.290308774,71.70867095,2.037001005,-0.900251283,55.89750651,28.42736032
762C,28X-1 13,412.14,54.7139348,post-PETM,0.557213968,0.435536623,1.672510655,0.040242243,0.292707146,3.405931292,0.089651756,27.04653144,0.018471231,0.930335045,3.796159049,16.26283618,12.2770714,24.58582887,16.17318501,863.3985647,12.6919504,21.36195781,2.756927076,0.108788007,1.210971409,865.7209843,10.42754007,16.82664944,2.259326221,8.875232212,1.647848128,0.373130323,1.811355899,0.262155596,1.761043978,0.367792937,1.104055481,0.149900269,1.011833376,0.14070142,0.612197487,4.302486162,3.305671767,0.306492303,70.08476653,1.983328035,-0.886635412,59.71051576,28.94712116
762C,28X-1 29,412.3,54.72028464,post-PETM,0.549004524,0.423567329,1.593862271,0.037325713,0.277884331,3.415845342,0.090756056,26.39763319,0.016901405,0.965505981,4.372229248,17.97473034,12.43703215,26.08227347,15.76467608,863.0649908,12.8257934,21.54483345,2.765387562,0.073950218,1.226800195,828.786282,10.33066683,16.48606001,2.183778974,8.659051483,1.697626033,0.377303079,1.792865171,0.262407265,1.719971473,0.352286659,1.099498651,0.151801626,0.962892722,0.142733905,0.628819168,4.272065215,3.294190207,0.308932418,69.12334238,1.952485055,-0.948478555,59.04473728,28.52489319
762C,28X-1 36,412.37,54.7230627,post-PETM,0.57581982,0.404497997,1.482505265,0.046542797,0.257415629,2.975477915,0.091238771,25.95053455,0.017422921,0.921071212,4.323464974,16.92555507,14.19479318,31.6015442,15.73942475,873.1121015,12.25604748,20.588723,2.636975567,0.123468596,1.147180932,845.3355063,9.943613419,16.1713765,2.085055555,8.399739,1.713757117,0.356348573,1.799735014,0.245799445,1.650264356,0.340903004,1.055231531,0.148494416,0.955421387,0.139883196,0.583477994,5.617295375,3.203953133,0.297327827,69.77560285,1.938484785,-0.807381523,57.26167,28.34115436
762C,28X-1 43,412.44,54.72584075,post-PETM,0.490132443,0.365056985,1.37263486,0.03208088,0.242416391,2.581260953,0.08029137,23.56718359,0.017520843,0.812382051,3.094993666,13.18086948,16.63421173,18.72513256,13.87235622,828.9952804,11.27182924,18.67622323,2.361039643,0.149715395,1.03653955,811.5627958,9.373129275,15.11023239,2.008944281,7.882091561,1.570287943,0.314655628,1.654079727,0.234064256,1.527391806,0.320232295,0.980185078,0.135470082,0.881273293,0.134388038,0.522711272,3.615642768,2.883684306,0.298749088,70.31647926,1.958963162,-1.037300193,53.39825489,28.35879906
762C,28X-1 50,412.51,54.72861881,post-PETM,0.519494782,0.341154903,1.223441538,0.025784674,0.222027978,2.844476769,0.074037075,21.27063028,0.018189828,0.787115207,3.278253698,13.23687661,11.38457672,19.74597717,12.9182249,815.8352555,10.74669845,16.4416655,2.089690126,0.18981931,0.973906845,747.9034257,8.524474465,13.84969978,1.789239436,7.174188891,1.364951093,0.290873402,1.488440799,0.219157394,1.450803566,0.293391508,0.913207935,0.123863922,0.858623261,0.120673146,0.475880667,3.745895183,2.621163912,0.315035446,69.45730332,1.981299713,-0.946662975,49.20828705,26.24653811
762C,28X-1 65,412.66,54.73457179,post-PETM,0.654766734,0.307223051,1.086051571,0.022393939,0.216448545,2.231801543,0.06432159,17.0782711,0.018818652,0.607220888,10.39270384,45.41775708,9.440302824,25.10895102,10.86834045,790.443813,10.09130503,14.81479855,1.828604646,0.152760889,0.83899171,742.3076919,7.986346151,12.33081495,1.652206624,6.286699423,1.211375441,0.269677216,1.381229961,0.196661944,1.291420182,0.27565754,0.873063626,0.123777783,0.777919266,0.112117759,0.401091576,5.174313072,2.285446666,0.784516307,66.36992556,1.954017411,-1.193094302,44.8602729,24.67974982
762C,28X-1 75,412.76,54.73854044,post-PETM,0.671587781,0.292756522,1.035965791,0.022792702,0.227390322,2.176339765,0.062312581,16.23600983,0.019939762,0.564035049,7.844998643,42.02274796,11.36527989,23.04378242,10.50879445,766.9026871,9.968014006,13.96145299,1.80358004,0.37140596,0.760278706,753.9829168,7.694212487,12.13050711,1.551400913,6.517734217,1.227500814,0.246603947,1.312766913,0.189322364,1.277616466,0.269995313,0.830606681,0.11276917,0.742155987,0.113883918,0.396919924,5.047107024,2.159447462,0.78596905,65.71079558,2.052232004,-1.361392438,44.1850903,23.73695024
762C,28X-1 85,412.86,55.86721572,PETM,0.38105626,0.273530159,0.864865225,0.031381345,0.131454959,1.633394094,0.050651385,11.61461634,0.014514674,0.540454304,3.353001524,12.93928912,83.09320201,21.52518795,7.911533033,829.5249535,9.783917305,11.67491335,1.246246638,0.999921328,0.619646482,646.20822,7.247957471,8.992055651,1.385539493,5.55141681,1.054177706,0.221034345,1.171864874,0.173799039,1.122639858,0.242592276,0.765616489,0.105701283,0.691824651,0.098553188,0.306232194,3.970268121,1.688061642,0.374642551,85.30599832,2.351437173,-0.978544892,38.60869044,29.80272369
762C,28X-1 95,412.96,55.87977258,PETM,0.249993564,0.1839569,0.393572334,0.024429542,0.066494181,0.950322483,0.020344314,5.33292685,0.01625112,0.261596511,1.102537594,2.936670713,290.0490725,13.20666078,3.688951453,805.7869468,8.195035114,4.926291434,0.531602556,0.488665052,0.257390668,567.8526002,5.656203097,5.256979277,0.903695051,3.635629489,0.695122318,0.155979535,0.865487844,0.126381361,0.855263817,0.195650915,0.620380886,0.087384719,0.548003844,0.083717729,0.149016778,3.409590228,0.752777468,0.330474529,89.93928695,2.404068384,-0.857831539,27.880915,32.23411028
762C,28X-1 105,413.06,55.89232943,PETM,0.397009628,0.323151163,1.002224067,0.037191566,0.167005735,2.045398384,0.052926248,15.12016069,0.012497029,1.001669339,2.322957541,7.211726829,158.7297091,21.87830059,9.635134853,919.6987097,10.83849185,12.44670032,1.387811319,1.30988669,0.712206208,572.8919369,7.9910353,9.238366976,1.543492915,6.343230643,1.249495296,0.271606298,1.380642258,0.194195497,1.268190861,0.271390013,0.833807175,0.116151241,0.699094539,0.109043103,0.362302149,2.561079044,1.896526086,0.343366043,85.46171921,2.467867624,-0.895486149,42.34823396,31.0021514
762C,28X-1 123,413.24,55.91493177,PETM,0.401430874,0.223166724,0.612147006,0.026593984,0.1091397,1.194785038,0.027268247,8.134073856,0.013015383,0.424621785,1.679805507,5.258166045,14.6524874,10.93339174,5.178717984,810.5675507,7.522591655,7.450599032,0.877044163,0.408700126,0.40472106,494.8736929,5.483591159,5.853619084,0.999213181,3.834610077,0.74202764,0.158874608,0.828966557,0.123037107,0.807965392,0.178984493,0.581857519,0.076291332,0.509664529,0.073338215,0.210049894,1.439746929,1.164079695,0.2219793,81.41388182,2.815367634,-0.695080663,27.77463255,29.00226691
762C,28X-1 135,413.36,55.93,PETM,0.410033078,0.177367217,0.469214904,0.023260824,0.070503903,0.868146683,0.019989919,5.685036624,0.012970091,0.968090521,1.432909218,4.800884114,11.8442432,16.18511184,3.969060923,801.0711946,6.506179396,5.476258856,0.584827657,0.907871456,0.275766293,446.2593327,4.766768481,4.846929102,0.802661128,3.393459983,0.64175703,0.133854722,0.760867422,0.103627908,0.702068227,0.165128278,0.498579751,0.068934615,0.453155459,0.069009703,0.159415948,1.329370918,0.823193464,0.188909069,77.86546345,2.911209906,-0.796188829,23.9129812,27.32524921
762C,28X-CC 15,413.89,55.99655134,pre-PETM,0.377616561,0.276909641,0.873327152,0.0343787,0.140918378,1.718551798,0.039718522,11.96452596,0.010008293,0.439904782,2.381262239,7.641403218,9.732713104,13.96291055,7.299955045,974.2780918,8.908441499,9.365197045,1.115774908,0.221641451,0.559460684,547.2729071,6.665757066,7.12365936,1.226830311,5.0118254,0.97956957,0.208028699,1.144794914,0.153106388,1.054093815,0.221471478,0.690149783,0.094616869,0.607310311,0.084336404,0.284346894,1.826832002,1.555620599,0.183831498,85.25425199,2.847535719,-0.660116013,34.17399187,31.91537462
762C,28X-CC 26,414,56.01036388,pre-PETM,0.30841926,0.17794028,0.501771961,0.022841783,0.084608415,1.185354648,0.024808496,7.524372023,0.01112309,0.258051815,1.440648158,3.886036266,6.033270813,7.504592074,4.402819943,856.1777388,7.100850153,6.06264479,0.655158535,0.110053754,0.326820536,406.3113452,5.321564731,5.286583153,0.910399558,3.738257413,0.656044947,0.146954407,0.807731744,0.115421466,0.756051411,0.172924932,0.531546273,0.0790065,0.486869457,0.071036792,0.175362725,1.318664905,0.897804268,0.15594142,84.87262272,2.899523813,-0.618095019,26.18124294,31.47990096
